transaction_id,product_id,product_name,category,quantity,price,seller_id,region,timestamp
T970,P83,Product I,Cat2,10,441.67,S13,North,2025-01-01 16:10:00
T971,P63,Product A,Cat5,1,123.82,S5,South,2025-01-01 16:11:00
T972,P69,Product P,Cat5,5,258.58,S5,South,2025-01-01 16:12:00
T973,P41,Product I,Cat5,8,304.03,S19,South,2025-01-01 16:13:00
T974,P60,Product J,Cat5,2,494.69,S9,South,2025-01-01 16:14:00
T975,P50,Product F,Cat5,10,260.14,S8,West,2025-01-01 16:15:00
T976,P56,Product O,Cat4,6,375.25,S7,West,2025-01-01 16:16:00
T977,P92,Product R,Cat1,3,336.67,S4,East,2025-01-01 16:17:00
T978,P80,Product G,Cat1,10,438.37,S7,East,2025-01-01 16:18:00
T979,P44,Product C,Cat5,3,412.4,S3,East,2025-01-01 16:19:00
T980,P17,Product D,Cat5,7,401.99,S7,South,2025-01-01 16:20:00
T981,P39,Product R,Cat1,9,74.37,S14,West,2025-01-01 16:21:00
T982,P84,Product H,Cat2,6,224.81,S7,East,2025-01-01 16:22:00
T983,P11,Product A,Cat5,1,220.11,S15,West,2025-01-01 16:23:00
T984,P89,Product A,Cat2,10,388.38,S14,North,2025-01-01 16:24:00
T985,P30,Product D,Cat1,3,352.92,S11,West,2025-01-01 16:25:00
T986,P42,Product I,Cat4,4,496.34,S17,West,2025-01-01 16:26:00
T987,P9,Product Q,Cat2,7,455.26,S11,West,2025-01-01 16:27:00
T988,P72,Product E,Cat5,7,78.43,S11,North,2025-01-01 16:28:00
T989,P97,Product S,Cat1,3,239.96,S3,West,2025-01-01 16:29:00
T990,P57,Product N,Cat4,1,156.2,S17,East,2025-01-01 16:30:00
T991,P74,Product J,Cat4,1,318.25,S1,West,2025-01-01 16:31:00
T992,P7,Product G,Cat3,1,252.96,S3,West,2025-01-01 16:32:00
T993,P32,Product L,Cat5,4,50.09,S12,East,2025-01-01 16:33:00
T994,P75,Product K,Cat3,9,466.94,S7,East,2025-01-01 16:34:00
T995,P95,Product F,Cat3,2,148.63,S14,South,2025-01-01 16:35:00
T996,P76,Product H,Cat1,1,94.49,S19,North,2025-01-01 16:36:00
T997,P3,Product B,Cat1,1,246.18,S8,North,2025-01-01 16:37:00
T998,P41,Product C,Cat1,9,55.54,S8,South,2025-01-01 16:38:00
T999,P89,Product C,Cat4,1,102.17,S4,North,2025-01-01 16:39:00
T1000,P2,Product P,Cat5,9,29.6,S5,East,2025-01-01 16:40:00
T1001,P10,Product D,Cat3,5,151.41,S15,West,2025-01-01 16:41:00
T1002,P48,Product O,Cat4,10,119.92,S9,West,2025-01-01 16:42:00
T1003,P35,Product M,Cat3,5,453.85,S16,West,2025-01-01 16:43:00
T1004,P1,Product J,Cat4,9,376.07,S7,South,2025-01-01 16:44:00
T1005,P29,Product F,Cat1,1,195.29,S3,East,2025-01-01 16:45:00
T1006,P70,Product Q,Cat1,8,166.52,S18,South,2025-01-01 16:46:00
T1007,P63,Product R,Cat3,10,495.01,S5,West,2025-01-01 16:47:00
T1008,P4,Product G,Cat2,7,292.59,S14,East,2025-01-01 16:48:00
T1009,P85,Product K,Cat3,4,276.76,S16,East,2025-01-01 16:49:00
T1010,P94,Product P,Cat5,1,224.64,S19,South,2025-01-01 16:50:00
T1011,P2,Product S,Cat2,8,309.2,S4,West,2025-01-01 16:51:00
T1012,P44,Product B,Cat5,5,468.82,S10,South,2025-01-01 16:52:00
T1013,P23,Product J,Cat4,10,494.21,S4,North,2025-01-01 16:53:00
T1014,P35,Product S,Cat4,5,362.36,S14,North,2025-01-01 16:54:00
T1015,P68,Product E,Cat2,8,71.93,S4,West,2025-01-01 16:55:00
T1016,P64,Product D,Cat4,6,326.54,S5,South,2025-01-01 16:56:00
T1017,P33,Product T,Cat3,7,265.0,S3,North,2025-01-01 16:57:00
T1018,P11,Product O,Cat5,1,460.85,S8,South,2025-01-01 16:58:00
T1019,P89,Product E,Cat2,6,456.38,S20,East,2025-01-01 16:59:00
T1020,P62,Product K,Cat5,4,266.43,S8,West,2025-01-01 17:00:00
T1021,P70,Product T,Cat4,10,171.21,S4,West,2025-01-01 17:01:00
T1022,P63,Product H,Cat5,8,20.3,S13,South,2025-01-01 17:02:00
T1023,P85,Product P,Cat1,7,281.42,S19,West,2025-01-01 17:03:00
T1024,P92,Product M,Cat1,8,384.91,S18,South,2025-01-01 17:04:00
T1025,P74,Product E,Cat4,7,72.61,S2,North,2025-01-01 17:05:00
T1026,P16,Product E,Cat4,2,202.28,S4,West,2025-01-01 17:06:00
T1027,P17,Product E,Cat3,5,19.38,S13,South,2025-01-01 17:07:00
T1028,P44,Product O,Cat2,4,468.64,S1,West,2025-01-01 17:08:00
T1029,P56,Product F,Cat2,10,390.11,S17,North,2025-01-01 17:09:00
T1030,P23,Product J,Cat1,1,139.83,S5,North,2025-01-01 17:10:00
T1031,P62,Product C,Cat5,4,77.6,S16,North,2025-01-01 17:11:00
T1032,P72,Product T,Cat1,9,214.7,S17,South,2025-01-01 17:12:00
T1033,P83,Product B,Cat5,6,418.7,S7,North,2025-01-01 17:13:00
T1034,P95,Product P,Cat2,7,499.25,S11,West,2025-01-01 17:14:00
T1035,P98,Product P,Cat4,2,492.82,S17,West,2025-01-01 17:15:00
T1036,P21,Product J,Cat1,9,323.98,S2,East,2025-01-01 17:16:00
T1037,P56,Product Q,Cat4,1,290.29,S20,North,2025-01-01 17:17:00
T1038,P53,Product O,Cat3,3,455.03,S16,East,2025-01-01 17:18:00
T1039,P83,Product J,Cat1,4,259.83,S11,West,2025-01-01 17:19:00
T1040,P11,Product F,Cat5,3,58.44,S14,East,2025-01-01 17:20:00
T1041,P7,Product M,Cat4,7,199.03,S5,West,2025-01-01 17:21:00
T1042,P42,Product T,Cat1,9,183.49,S2,East,2025-01-01 17:22:00
T1043,P77,Product C,Cat4,6,229.07,S9,West,2025-01-01 17:23:00
T1044,P8,Product K,Cat4,4,98.6,S17,North,2025-01-01 17:24:00
T1045,P85,Product M,Cat5,9,359.29,S16,West,2025-01-01 17:25:00
T1046,P21,Product P,Cat1,7,113.6,S16,West,2025-01-01 17:26:00
T1047,P60,Product B,Cat4,5,70.59,S2,West,2025-01-01 17:27:00
T1048,P26,Product T,Cat2,8,148.64,S16,South,2025-01-01 17:28:00
T1049,P76,Product P,Cat2,8,479.72,S5,North,2025-01-01 17:29:00
T1050,P57,Product P,Cat5,3,102.92,S7,West,2025-01-01 17:30:00
T1051,P83,Product M,Cat1,10,338.99,S1,East,2025-01-01 17:31:00
T1052,P70,Product E,Cat1,6,433.91,S17,North,2025-01-01 17:32:00
T1053,P56,Product G,Cat1,1,486.52,S14,South,2025-01-01 17:33:00
T1054,P60,Product J,Cat3,8,90.2,S6,South,2025-01-01 17:34:00
T1055,P40,Product R,Cat4,10,64.06,S16,West,2025-01-01 17:35:00
T1056,P53,Product D,Cat2,6,152.92,S15,North,2025-01-01 17:36:00
T1057,P73,Product R,Cat5,8,76.31,S9,North,2025-01-01 17:37:00
T1058,P4,Product C,Cat4,10,389.99,S18,East,2025-01-01 17:38:00
T1059,P2,Product I,Cat2,9,146.8,S4,East,2025-01-01 17:39:00
T1060,P24,Product M,Cat4,5,483.55,S6,East,2025-01-01 17:40:00
T1061,P81,Product B,Cat1,8,162.96,S17,South,2025-01-01 17:41:00
T1062,P85,Product F,Cat2,3,79.79,S20,North,2025-01-01 17:42:00
T1063,P43,Product F,Cat2,1,258.59,S17,West,2025-01-01 17:43:00
T1064,P41,Product E,Cat4,3,119.92,S3,North,2025-01-01 17:44:00
T1065,P76,Product N,Cat4,7,294.36,S2,North,2025-01-01 17:45:00
T1066,P23,Product L,Cat3,10,182.38,S12,South,2025-01-01 17:46:00
T1067,P78,Product R,Cat3,2,108.84,S17,North,2025-01-01 17:47:00
T1068,P81,Product D,Cat5,3,464.16,S14,North,2025-01-01 17:48:00
T1069,P46,Product C,Cat2,4,282.09,S19,North,2025-01-01 17:49:00
T1070,P6,Product O,Cat1,3,277.92,S17,East,2025-01-01 17:50:00
T1071,P18,Product Q,Cat3,1,180.07,S19,South,2025-01-01 17:51:00
T1072,P61,Product D,Cat3,10,331.75,S19,East,2025-01-01 17:52:00
T1073,P67,Product F,Cat1,10,309.72,S5,East,2025-01-01 17:53:00
T1074,P85,Product H,Cat2,4,300.04,S6,North,2025-01-01 17:54:00
T1075,P25,Product S,Cat3,7,354.82,S4,North,2025-01-01 17:55:00
T1076,P39,Product E,Cat1,2,191.97,S12,North,2025-01-01 17:56:00
T1077,P13,Product C,Cat4,4,75.88,S20,West,2025-01-01 17:57:00
T1078,P54,Product J,Cat1,2,211.13,S2,North,2025-01-01 17:58:00
T1079,P47,Product L,Cat3,5,370.88,S16,West,2025-01-01 17:59:00
T1080,P8,Product A,Cat5,3,227.84,S19,South,2025-01-01 18:00:00
T1081,P4,Product E,Cat3,6,176.28,S6,West,2025-01-01 18:01:00
T1082,P94,Product N,Cat1,4,256.89,S12,East,2025-01-01 18:02:00
T1083,P52,Product T,Cat1,6,382.87,S19,South,2025-01-01 18:03:00
T1084,P5,Product T,Cat1,6,449.77,S9,South,2025-01-01 18:04:00
T1085,P80,Product K,Cat5,1,291.19,S4,East,2025-01-01 18:05:00
T1086,P75,Product G,Cat1,6,79.82,S14,West,2025-01-01 18:06:00
T1087,P88,Product F,Cat5,6,176.93,S19,North,2025-01-01 18:07:00
T1088,P27,Product D,Cat1,2,415.52,S14,South,2025-01-01 18:08:00
T1089,P14,Product P,Cat4,3,26.32,S13,East,2025-01-01 18:09:00
T1090,P57,Product I,Cat1,4,451.39,S6,East,2025-01-01 18:10:00
T1091,P17,Product B,Cat1,2,166.93,S6,South,2025-01-01 18:11:00
T1092,P36,Product F,Cat4,10,149.46,S14,East,2025-01-01 18:12:00
T1093,P49,Product B,Cat4,2,459.73,S5,North,2025-01-01 18:13:00
T1094,P35,Product K,Cat1,3,312.18,S2,North,2025-01-01 18:14:00
T1095,P77,Product T,Cat1,10,431.22,S15,North,2025-01-01 18:15:00
T1096,P95,Product P,Cat5,3,428.28,S15,West,2025-01-01 18:16:00
T1097,P86,Product C,Cat3,10,202.08,S12,East,2025-01-01 18:17:00
T1098,P39,Product K,Cat5,6,53.5,S19,East,2025-01-01 18:18:00
T1099,P57,Product D,Cat2,9,416.96,S4,North,2025-01-01 18:19:00
T1100,P37,Product D,Cat5,7,298.0,S4,North,2025-01-01 18:20:00
T1101,P97,Product F,Cat5,6,210.24,S10,West,2025-01-01 18:21:00
T1102,P8,Product O,Cat3,8,487.66,S12,East,2025-01-01 18:22:00
T1103,P44,Product M,Cat4,4,172.75,S12,East,2025-01-01 18:23:00
T1104,P88,Product G,Cat1,2,48.85,S4,West,2025-01-01 18:24:00
T1105,P78,Product T,Cat2,5,332.4,S4,North,2025-01-01 18:25:00
T1106,P76,Product D,Cat1,3,197.45,S20,North,2025-01-01 18:26:00
T1107,P63,Product H,Cat3,7,486.64,S15,East,2025-01-01 18:27:00
T1108,P20,Product E,Cat4,6,170.16,S15,West,2025-01-01 18:28:00
T1109,P23,Product R,Cat5,4,475.57,S10,East,2025-01-01 18:29:00
T1110,P28,Product M,Cat1,10,93.75,S10,West,2025-01-01 18:30:00
T1111,P93,Product Q,Cat2,4,306.63,S3,South,2025-01-01 18:31:00
T1112,P62,Product M,Cat1,9,350.81,S4,West,2025-01-01 18:32:00
T1113,P10,Product K,Cat2,1,416.06,S2,North,2025-01-01 18:33:00
T1114,P76,Product O,Cat4,10,414.03,S9,West,2025-01-01 18:34:00
T1115,P66,Product S,Cat5,5,326.24,S17,East,2025-01-01 18:35:00
T1116,P12,Product I,Cat2,6,293.04,S11,East,2025-01-01 18:36:00
T1117,P4,Product I,Cat3,10,372.02,S16,South,2025-01-01 18:37:00
T1118,P87,Product H,Cat1,7,366.32,S4,North,2025-01-01 18:38:00
T1119,P4,Product R,Cat5,5,313.08,S14,South,2025-01-01 18:39:00
T1120,P16,Product S,Cat1,5,38.1,S9,West,2025-01-01 18:40:00
T1121,P75,Product B,Cat4,1,100.24,S14,West,2025-01-01 18:41:00
T1122,P16,Product G,Cat4,3,432.23,S15,West,2025-01-01 18:42:00
T1123,P20,Product A,Cat4,10,403.24,S12,East,2025-01-01 18:43:00
T1124,P93,Product Q,Cat4,10,43.75,S13,West,2025-01-01 18:44:00
T1125,P91,Product O,Cat2,4,391.31,S12,South,2025-01-01 18:45:00
T1126,P75,Product K,Cat2,3,473.03,S13,North,2025-01-01 18:46:00
T1127,P35,Product I,Cat5,8,60.74,S13,North,2025-01-01 18:47:00
T1128,P100,Product P,Cat4,8,109.5,S3,North,2025-01-01 18:48:00
T1129,P34,Product H,Cat3,9,169.53,S15,South,2025-01-01 18:49:00
T1130,P27,Product K,Cat1,8,171.4,S16,West,2025-01-01 18:50:00
T1131,P2,Product T,Cat3,1,72.34,S11,South,2025-01-01 18:51:00
T1132,P96,Product I,Cat5,8,301.35,S8,East,2025-01-01 18:52:00
T1133,P50,Product M,Cat5,8,168.93,S18,West,2025-01-01 18:53:00
T1134,P14,Product T,Cat4,7,233.28,S20,West,2025-01-01 18:54:00
T1135,P74,Product D,Cat4,8,124.95,S19,South,2025-01-01 18:55:00
T1136,P77,Product B,Cat3,5,489.83,S8,North,2025-01-01 18:56:00
T1137,P41,Product M,Cat5,7,117.01,S15,South,2025-01-01 18:57:00
T1138,P25,Product O,Cat1,2,238.73,S9,East,2025-01-01 18:58:00
T1139,P11,Product D,Cat4,7,246.13,S4,North,2025-01-01 18:59:00
T1140,P96,Product G,Cat4,10,382.48,S18,North,2025-01-01 19:00:00
T1141,P14,Product A,Cat2,3,346.57,S6,South,2025-01-01 19:01:00
T1142,P87,Product K,Cat4,4,362.99,S18,North,2025-01-01 19:02:00
T1143,P67,Product A,Cat3,3,317.16,S10,North,2025-01-01 19:03:00
T1144,P7,Product A,Cat5,2,338.1,S17,West,2025-01-01 19:04:00
T1145,P57,Product C,Cat1,5,290.33,S8,South,2025-01-01 19:05:00
T1146,P2,Product G,Cat1,5,218.37,S20,East,2025-01-01 19:06:00
T1147,P60,Product J,Cat3,1,164.89,S6,East,2025-01-01 19:07:00
T1148,P90,Product G,Cat5,3,80.79,S16,West,2025-01-01 19:08:00
T1149,P69,Product S,Cat1,7,369.97,S18,East,2025-01-01 19:09:00
T1150,P38,Product I,Cat4,2,424.85,S20,West,2025-01-01 19:10:00
T1151,P51,Product B,Cat1,3,126.58,S7,South,2025-01-01 19:11:00
T1152,P53,Product N,Cat4,6,158.91,S20,West,2025-01-01 19:12:00
T1153,P89,Product O,Cat2,2,315.07,S9,West,2025-01-01 19:13:00
T1154,P57,Product M,Cat1,10,28.91,S8,East,2025-01-01 19:14:00
T1155,P15,Product S,Cat5,7,432.64,S11,West,2025-01-01 19:15:00
T1156,P30,Product N,Cat2,5,340.29,S9,South,2025-01-01 19:16:00
T1157,P70,Product S,Cat5,10,466.22,S17,West,2025-01-01 19:17:00
T1158,P86,Product P,Cat2,7,269.15,S19,West,2025-01-01 19:18:00
T1159,P57,Product Q,Cat2,2,106.51,S9,North,2025-01-01 19:19:00
T1160,P5,Product T,Cat3,9,437.43,S1,North,2025-01-01 19:20:00
T1161,P65,Product S,Cat5,2,340.65,S11,South,2025-01-01 19:21:00
T1162,P71,Product O,Cat2,1,476.89,S13,North,2025-01-01 19:22:00
T1163,P20,Product L,Cat4,7,418.72,S19,South,2025-01-01 19:23:00
T1164,P46,Product G,Cat5,2,371.11,S16,North,2025-01-01 19:24:00
T1165,P23,Product O,Cat1,5,85.49,S20,West,2025-01-01 19:25:00
T1166,P28,Product K,Cat2,1,402.85,S14,North,2025-01-01 19:26:00
T1167,P63,Product B,Cat3,10,412.11,S7,South,2025-01-01 19:27:00
T1168,P62,Product K,Cat4,1,388.41,S12,South,2025-01-01 19:28:00
T1169,P30,Product N,Cat4,3,109.33,S14,West,2025-01-01 19:29:00
T1170,P36,Product R,Cat5,1,74.41,S2,South,2025-01-01 19:30:00
T1171,P2,Product C,Cat5,8,271.71,S11,East,2025-01-01 19:31:00
T1172,P65,Product D,Cat2,3,344.78,S11,North,2025-01-01 19:32:00
T1173,P92,Product R,Cat5,1,410.22,S6,East,2025-01-01 19:33:00
T1174,P47,Product F,Cat1,2,260.26,S14,West,2025-01-01 19:34:00
T1175,P3,Product P,Cat4,1,183.62,S9,East,2025-01-01 19:35:00
T1176,P92,Product T,Cat1,2,149.59,S11,South,2025-01-01 19:36:00
T1177,P48,Product F,Cat2,8,71.73,S19,North,2025-01-01 19:37:00
T1178,P54,Product S,Cat1,2,153.6,S12,North,2025-01-01 19:38:00
T1179,P93,Product C,Cat4,1,212.17,S20,South,2025-01-01 19:39:00
T1180,P66,Product O,Cat5,1,239.32,S10,West,2025-01-01 19:40:00
T1181,P36,Product I,Cat4,8,401.91,S16,East,2025-01-01 19:41:00
T1182,P10,Product Q,Cat3,4,477.07,S2,East,2025-01-01 19:42:00
T1183,P59,Product B,Cat1,6,102.1,S4,East,2025-01-01 19:43:00
T1184,P25,Product G,Cat4,9,148.52,S7,West,2025-01-01 19:44:00
T1185,P34,Product B,Cat3,1,419.14,S4,West,2025-01-01 19:45:00
T1186,P30,Product J,Cat1,1,313.84,S8,South,2025-01-01 19:46:00
T1187,P43,Product L,Cat1,5,239.64,S8,North,2025-01-01 19:47:00
T1188,P60,Product T,Cat4,9,34.61,S16,West,2025-01-01 19:48:00
T1189,P56,Product J,Cat4,6,59.61,S19,East,2025-01-01 19:49:00
T1190,P14,Product I,Cat3,5,66.95,S11,North,2025-01-01 19:50:00
T1191,P28,Product G,Cat5,6,112.96,S2,South,2025-01-01 19:51:00
T1192,P100,Product S,Cat1,5,99.95,S8,East,2025-01-01 19:52:00
T1193,P67,Product K,Cat5,9,35.11,S13,West,2025-01-01 19:53:00
T1194,P78,Product T,Cat4,6,264.59,S10,South,2025-01-01 19:54:00
T1195,P95,Product E,Cat2,10,428.3,S7,East,2025-01-01 19:55:00
T1196,P73,Product C,Cat4,2,18.64,S3,East,2025-01-01 19:56:00
T1197,P85,Product G,Cat2,3,93.52,S16,South,2025-01-01 19:57:00
T1198,P92,Product G,Cat4,7,13.85,S12,South,2025-01-01 19:58:00
T1199,P51,Product R,Cat3,10,110.75,S7,North,2025-01-01 19:59:00
T1200,P86,Product I,Cat4,9,431.0,S4,South,2025-01-01 20:00:00
T1201,P83,Product T,Cat5,10,68.84,S3,South,2025-01-01 20:01:00
T1202,P86,Product N,Cat3,6,351.38,S9,North,2025-01-01 20:02:00
T1203,P24,Product I,Cat5,9,191.69,S15,South,2025-01-01 20:03:00
T1204,P78,Product T,Cat2,9,210.22,S6,North,2025-01-01 20:04:00
T1205,P8,Product O,Cat1,2,235.7,S8,East,2025-01-01 20:05:00
T1206,P48,Product C,Cat2,6,458.96,S20,West,2025-01-01 20:06:00
T1207,P21,Product N,Cat1,7,418.97,S6,North,2025-01-01 20:07:00
T1208,P40,Product R,Cat2,8,383.73,S2,West,2025-01-01 20:08:00
T1209,P34,Product H,Cat4,1,169.34,S12,South,2025-01-01 20:09:00
T1210,P43,Product S,Cat4,9,416.8,S11,West,2025-01-01 20:10:00
T1211,P84,Product A,Cat4,10,275.98,S15,West,2025-01-01 20:11:00
T1212,P98,Product B,Cat1,4,374.25,S8,South,2025-01-01 20:12:00
T1213,P60,Product B,Cat1,5,436.44,S2,North,2025-01-01 20:13:00
T1214,P17,Product C,Cat3,4,271.71,S18,West,2025-01-01 20:14:00
T1215,P61,Product Q,Cat4,8,24.74,S4,West,2025-01-01 20:15:00
T1216,P59,Product I,Cat3,10,467.83,S11,East,2025-01-01 20:16:00
T1217,P41,Product R,Cat3,5,70.17,S4,North,2025-01-01 20:17:00
T1218,P49,Product R,Cat3,8,89.72,S7,West,2025-01-01 20:18:00
T1219,P76,Product P,Cat4,5,370.89,S8,East,2025-01-01 20:19:00
T1220,P3,Product S,Cat3,3,470.7,S20,East,2025-01-01 20:20:00
T1221,P86,Product P,Cat2,3,68.1,S9,West,2025-01-01 20:21:00
T1222,P13,Product G,Cat1,3,303.35,S7,East,2025-01-01 20:22:00
T1223,P32,Product B,Cat2,2,371.59,S12,North,2025-01-01 20:23:00
T1224,P89,Product Q,Cat3,10,333.95,S1,North,2025-01-01 20:24:00
T1225,P86,Product T,Cat3,3,260.58,S1,East,2025-01-01 20:25:00
T1226,P70,Product L,Cat5,1,44.15,S13,South,2025-01-01 20:26:00
T1227,P75,Product L,Cat5,2,300.66,S7,North,2025-01-01 20:27:00
T1228,P35,Product J,Cat3,3,25.93,S12,North,2025-01-01 20:28:00
T1229,P10,Product E,Cat1,1,199.29,S10,South,2025-01-01 20:29:00
T1230,P73,Product C,Cat1,4,68.04,S13,South,2025-01-01 20:30:00
T1231,P76,Product P,Cat2,3,273.81,S10,South,2025-01-01 20:31:00
T1232,P66,Product T,Cat1,6,287.03,S12,South,2025-01-01 20:32:00
T1233,P85,Product D,Cat4,9,273.21,S19,North,2025-01-01 20:33:00
T1234,P44,Product K,Cat3,8,179.68,S11,North,2025-01-01 20:34:00
T1235,P62,Product H,Cat4,9,426.18,S3,West,2025-01-01 20:35:00
T1236,P82,Product G,Cat4,5,490.8,S9,South,2025-01-01 20:36:00
T1237,P41,Product Q,Cat3,10,380.47,S16,West,2025-01-01 20:37:00
T1238,P11,Product R,Cat3,6,219.28,S8,South,2025-01-01 20:38:00
T1239,P55,Product M,Cat1,10,297.74,S18,North,2025-01-01 20:39:00
T1240,P20,Product I,Cat4,7,423.46,S11,North,2025-01-01 20:40:00
T1241,P35,Product K,Cat5,8,235.89,S3,South,2025-01-01 20:41:00
T1242,P87,Product H,Cat1,10,95.23,S3,East,2025-01-01 20:42:00
T1243,P16,Product F,Cat3,10,298.99,S3,East,2025-01-01 20:43:00
T1244,P95,Product F,Cat5,1,147.97,S3,West,2025-01-01 20:44:00
T1245,P81,Product G,Cat4,7,11.86,S4,East,2025-01-01 20:45:00
T1246,P41,Product C,Cat3,8,473.42,S12,East,2025-01-01 20:46:00
T1247,P48,Product K,Cat1,8,137.59,S6,South,2025-01-01 20:47:00
T1248,P33,Product L,Cat5,4,109.22,S14,East,2025-01-01 20:48:00
T1249,P38,Product E,Cat5,4,37.74,S4,North,2025-01-01 20:49:00
T1250,P51,Product E,Cat4,9,120.97,S11,West,2025-01-01 20:50:00
T1251,P65,Product C,Cat5,1,31.13,S20,East,2025-01-01 20:51:00
T1252,P41,Product O,Cat4,10,479.58,S17,East,2025-01-01 20:52:00
T1253,P62,Product P,Cat1,8,487.85,S4,North,2025-01-01 20:53:00
T1254,P61,Product I,Cat5,6,489.9,S14,South,2025-01-01 20:54:00
T1255,P75,Product B,Cat3,9,54.12,S18,West,2025-01-01 20:55:00
T1256,P30,Product B,Cat3,6,374.37,S14,North,2025-01-01 20:56:00
T1257,P93,Product J,Cat3,5,87.66,S9,North,2025-01-01 20:57:00
T1258,P8,Product R,Cat1,8,477.68,S1,South,2025-01-01 20:58:00
T1259,P77,Product S,Cat3,8,282.94,S17,East,2025-01-01 20:59:00
T1260,P99,Product O,Cat4,7,43.7,S11,West,2025-01-01 21:00:00
T1261,P8,Product J,Cat5,1,481.28,S1,East,2025-01-01 21:01:00
T1262,P23,Product K,Cat1,7,50.43,S11,East,2025-01-01 21:02:00
T1263,P56,Product B,Cat1,1,193.01,S15,East,2025-01-01 21:03:00
T1264,P18,Product E,Cat4,10,411.69,S12,East,2025-01-01 21:04:00
T1265,P59,Product M,Cat1,7,268.83,S18,West,2025-01-01 21:05:00
T1266,P90,Product C,Cat3,7,19.18,S2,North,2025-01-01 21:06:00
T1267,P4,Product N,Cat3,10,79.3,S7,West,2025-01-01 21:07:00
T1268,P90,Product P,Cat1,8,74.76,S10,East,2025-01-01 21:08:00
T1269,P14,Product R,Cat4,5,147.04,S5,South,2025-01-01 21:09:00
T1270,P12,Product I,Cat1,1,252.97,S8,North,2025-01-01 21:10:00
T1271,P43,Product T,Cat5,6,70.6,S15,South,2025-01-01 21:11:00
T1272,P94,Product F,Cat4,2,251.03,S8,North,2025-01-01 21:12:00
T1273,P44,Product S,Cat5,3,325.02,S12,North,2025-01-01 21:13:00
T1274,P22,Product D,Cat1,2,443.41,S14,West,2025-01-01 21:14:00
T1275,P51,Product Q,Cat4,8,477.14,S10,North,2025-01-01 21:15:00
T1276,P48,Product R,Cat1,6,335.31,S18,East,2025-01-01 21:16:00
T1277,P66,Product S,Cat5,1,461.17,S2,West,2025-01-01 21:17:00
T1278,P98,Product N,Cat3,7,154.52,S1,North,2025-01-01 21:18:00
T1279,P77,Product C,Cat5,4,30.53,S14,East,2025-01-01 21:19:00
T1280,P87,Product O,Cat4,7,199.8,S10,South,2025-01-01 21:20:00
T1281,P51,Product P,Cat5,8,383.53,S13,South,2025-01-01 21:21:00
T1282,P83,Product R,Cat1,2,493.35,S3,South,2025-01-01 21:22:00
T1283,P5,Product S,Cat1,5,486.31,S8,East,2025-01-01 21:23:00
T1284,P30,Product O,Cat3,6,47.86,S16,South,2025-01-01 21:24:00
T1285,P47,Product O,Cat3,3,170.7,S17,North,2025-01-01 21:25:00
T1286,P61,Product K,Cat3,7,313.78,S20,South,2025-01-01 21:26:00
T1287,P100,Product J,Cat3,2,269.63,S2,South,2025-01-01 21:27:00
T1288,P72,Product P,Cat4,5,485.02,S13,West,2025-01-01 21:28:00
T1289,P41,Product R,Cat2,9,101.17,S13,West,2025-01-01 21:29:00
T1290,P28,Product J,Cat3,7,499.73,S19,South,2025-01-01 21:30:00
T1291,P2,Product Q,Cat4,7,40.94,S1,West,2025-01-01 21:31:00
T1292,P74,Product P,Cat3,6,170.18,S13,East,2025-01-01 21:32:00
T1293,P1,Product K,Cat2,6,297.68,S9,North,2025-01-01 21:33:00
T1294,P77,Product A,Cat3,5,468.29,S20,South,2025-01-01 21:34:00
T1295,P95,Product R,Cat5,6,403.26,S17,West,2025-01-01 21:35:00
T1296,P55,Product P,Cat2,7,257.6,S10,West,2025-01-01 21:36:00
T1297,P38,Product K,Cat2,9,387.59,S10,South,2025-01-01 21:37:00
T1298,P93,Product H,Cat3,10,57.87,S6,East,2025-01-01 21:38:00
T1299,P41,Product H,Cat5,9,220.62,S11,North,2025-01-01 21:39:00
T1300,P61,Product O,Cat1,7,319.18,S15,South,2025-01-01 21:40:00
T1301,P31,Product J,Cat1,1,227.53,S14,South,2025-01-01 21:41:00
T1302,P36,Product E,Cat4,7,131.65,S13,East,2025-01-01 21:42:00
T1303,P92,Product O,Cat1,6,370.09,S6,East,2025-01-01 21:43:00
T1304,P18,Product O,Cat2,10,386.35,S4,South,2025-01-01 21:44:00
T1305,P57,Product D,Cat4,8,113.21,S9,East,2025-01-01 21:45:00
T1306,P34,Product S,Cat1,2,26.18,S2,West,2025-01-01 21:46:00
T1307,P93,Product R,Cat4,1,285.22,S20,West,2025-01-01 21:47:00
T1308,P62,Product P,Cat3,3,65.89,S5,West,2025-01-01 21:48:00
T1309,P31,Product C,Cat2,7,19.19,S19,East,2025-01-01 21:49:00
T1310,P67,Product H,Cat1,9,118.33,S16,South,2025-01-01 21:50:00
T1311,P54,Product S,Cat4,5,19.64,S14,East,2025-01-01 21:51:00
T1312,P6,Product S,Cat2,3,28.28,S18,North,2025-01-01 21:52:00
T1313,P5,Product I,Cat3,9,187.3,S13,East,2025-01-01 21:53:00
T1314,P66,Product A,Cat5,9,231.75,S17,North,2025-01-01 21:54:00
T1315,P34,Product N,Cat5,1,308.67,S2,East,2025-01-01 21:55:00
T1316,P20,Product D,Cat3,5,307.62,S3,East,2025-01-01 21:56:00
T1317,P87,Product A,Cat1,9,425.8,S4,East,2025-01-01 21:57:00
T1318,P24,Product F,Cat3,8,421.47,S15,West,2025-01-01 21:58:00
